model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity
G-7B,global,0,0.999999993480742,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9998779296875
G-7B,global,10,0.9017809792421758,53.51709072153895,0.9404167681932449,-1.160614013671875,-0.008035659790039062,,0.7256912589073181
G-7B,global,25,0.8317105383612216,49.49505969507454,0.9386053085327148,-0.9824256896972656,-0.03233146667480469,,0.6962820291519165
G-7B,global,50,0.7966974154114723,47.634461575745085,0.9353832304477692,-2.887493133544922,-0.03342914581298828,,0.6876611113548279
G-7B,global,75,0.8135069031268358,56.771418664726866,0.9470946788787842,-2.5958986282348633,-0.0211031436920166,,0.6528434753417969
G-7B,global,100,0.8884298321790993,53.82523768054501,0.9468626528978348,-1.99945068359375,0.030461788177490234,,0.7431366443634033
G-7B,prefix,0,0.999999993480742,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9998779296875
G-7B,prefix,10,0.9509255615994334,62.26400003445749,0.9511377811431885,-0.6840133666992188,0.0027480125427246094,,0.7902295589447021
G-7B,prefix,25,0.8996585342101753,53.79162955710857,0.9340569972991943,-0.9046440124511719,0.004551410675048828,,0.7647385597229004
G-7B,prefix,50,0.8733755573630333,37.02775729147853,0.9162564873695374,-0.6495780944824219,-0.01576089859008789,,0.7278288006782532
G-7B,prefix,75,0.8787118485197425,60.91813029024407,0.9532780051231384,-0.9271602630615234,-0.0024237632751464844,,0.7301072999835014
G-7B,prefix,100,0.9253595224581659,78.81339170184202,0.9680838584899903,-1.7434310913085938,0.036047935485839844,,0.786683201789856
G-7B,suffix,0,0.999999993480742,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9998779296875
G-7B,suffix,10,0.9465621821582317,80.77760586501248,0.9650563895702362,-1.1961240768432617,0.015548944473266602,,0.796093225479126
G-7B,suffix,25,0.8958117077127099,58.775536677929246,0.9544548094272614,-1.3780031204223633,-0.0076427459716796875,,0.7512305974960327
G-7B,suffix,50,0.8667279784567654,44.66315671892508,0.9180417507886887,-1.8398170471191406,-0.012298107147216797,,0.6988198757171631
G-7B,suffix,75,0.8711246107704937,40.484581533284434,0.9266082793474197,-2.0580129623413086,-0.01613616943359375,,0.7124304920434952
G-7B,suffix,100,0.9121696404181421,40.59772707712035,0.9312167912721634,-1.6271629333496094,0.02188253402709961,,0.7337713241577148
