model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity
L3.2-3B,global,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,global,1,0.9850653549656272,79.04621371593338,0.9710240215063095,-0.276123046875,0.001415252685546875,,0.7654187679290771
L3.2-3B,global,5,0.9430295024067163,38.68236811290108,0.9214522540569305,-1.5615234375,-0.008604049682617188,,0.5995669960975647
L3.2-3B,global,20,0.867699253372848,31.211288931119135,0.9109142422676086,-2.15380859375,-0.003063201904296875,,0.47450029850006104
L3.2-3B,global,50,0.789378983899951,34.79370920211483,0.9055235683917999,-2.8477783203125,-0.0005893707275390625,,0.4319945089519024
L3.2-3B,global,100,0.7258677058853209,33.19210444303098,0.8989833742380142,-3.75,-0.017667770385742188,,0.4044104814529419
L3.2-3B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,prefix,1,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,prefix,5,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,prefix,20,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,prefix,50,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,prefix,100,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,suffix,1,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,suffix,5,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,suffix,20,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,suffix,50,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
L3.2-3B,suffix,100,0.9999999855645001,100.00000000000004,0.9999999701976776,0.0,0.0,,0.9999732971191406
