model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity
G-7B,global,0,0.9999999930150807,100.00000000000004,1.0,0.0,0.0,,0.9999732971191406
G-7B,global,10,0.9147833264432847,52.44071929882159,0.9365684390068054,-1.7486419677734375,-0.04457664489746094,,0.8385658264160156
G-7B,global,25,0.8489285907708108,50.38408213228656,0.9401418268680573,-1.3588714599609375,-0.0940237045288086,,0.8035850524902344
G-7B,global,50,0.8153548827394843,45.530518733351244,0.9303390085697174,-1.4385833740234375,-0.09505844116210938,,0.7890727519989014
G-7B,global,75,0.8324620286002755,49.980942755695395,0.9428213834762573,-1.9304351806640625,-0.0664215087890625,,0.7869170308113098
G-7B,global,100,0.911825523711741,74.39858381904443,0.9702726900577545,-1.1505889892578125,0.011796951293945312,,0.8420286178588867
G-7B,prefix,0,0.9999999930150807,100.00000000000004,1.0,0.0,0.0,,0.9999732971191406
G-7B,prefix,10,0.9538002498447895,56.19089809737008,0.9608293771743774,-1.572265625,-0.024074554443359375,,0.8906650543212891
G-7B,prefix,25,0.9158995021134615,70.77982300195468,0.9650126099586487,-0.8656158447265625,-0.03187751770019531,,0.8356738090515137
G-7B,prefix,50,0.8859719759784639,27.867890587450987,0.9100095331668854,-0.8989105224609375,-0.04313087463378906,,0.8281826972961426
G-7B,prefix,75,0.8913535592146218,50.34884074493555,0.9575230479240417,-0.3260040283203125,-0.030150413513183594,,0.8371293544769287
G-7B,prefix,100,0.9432710376568139,76.41895584033642,0.9770179092884064,-0.9529571533203125,0.009290695190429688,,0.8901481628417969
G-7B,suffix,0,0.9999999930150807,100.00000000000004,1.0,0.0,0.0,,0.9999732971191406
G-7B,suffix,10,0.9521903293207288,74.34458025679099,0.9717364311218262,-1.652374267578125,-0.01636505126953125,,0.875819206237793
G-7B,suffix,25,0.9117828486487269,59.07723429663358,0.9710605442523956,-2.5982208251953125,-0.03308677673339844,,0.8323640823364258
G-7B,suffix,50,0.8859331831336021,52.44071929882159,0.9372346699237823,-2.5189361572265625,-0.0504150390625,,0.8325071334838867
G-7B,suffix,75,0.8864928954280913,52.37378655256295,0.9359119832515717,-3.013214111328125,-0.06242942810058594,,0.8447675704956055
G-7B,suffix,100,0.9319832883775234,72.90723066394702,0.9639899730682373,-2.0147552490234375,0.0002803802490234375,,0.873652458190918
