model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_mirroring_rate
gpt-5.4,0,global,0,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What nationality was Oliver Reed's character in the film Royal Flash?,1.0,"Oliver Reed’s character in *Royal Flash* was **English**.

He played **Otto von Bismarck**, but in the film Reed’s role was actually **Otto von Bismarck’s associate?** Wait—more directly: Reed played **Otto von Bismarck**, who was **Prussian/German** in nationality within the story.

So the answer is: **Prussian (German)**.","Oliver Reed’s character in *Royal Flash* was **English**.

He played **Otto von Bismarck**, but in the film Reed’s role was actually **Otto von Bismarck’s associate?** Wait—more directly: Reed played **Otto von Bismarck**, who was **Prussian/German** in nationality within the story.

So the answer is: **Prussian (German)**.",100.00000000000004,1.0000001192092896,,-0.0,0.0,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,1,global,0,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,1.0,Pacific Mozart Ensemble performed **Kurt Weill’s** *Der Lindberghflug* in 2002.,Pacific Mozart Ensemble performed **Kurt Weill’s** *Der Lindberghflug* in 2002.,100.00000000000004,1.0000001192092896,,-0.0,0.0265478713388191,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,2,global,0,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who released the song ""With or Without You"" first, Jai McDowall or U2?",1.0,"U2 released **“With or Without You”** first.

- **U2**: released in **1987** on *The Joshua Tree*
- **Jai McDowall**: released a **later cover/version**

So the original and first release was by **U2**.","U2 released **“With or Without You”** first.

- **U2**: released in **1987** on *The Joshua Tree*
- **Jai McDowall**: released a **later cover/version**

So the original and first release was by **U2**.",100.00000000000004,0.9999999403953552,,-0.0,0.06011102400553403,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,3,global,0,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",1.0,"The county is **Jefferson County, Kentucky**.

Lake Louisvilla is a neighborhood in **Louisville**, which is in **Jefferson County**.","The Kentucky county is **Jefferson County**.

- **Population:** 60,316 likely refers to a specific census figure for a place within or associated with the county, but
- **Lake Louisvilla** is a neighborhood in **Louisville**, which is in **Jefferson County, Kentucky**.",44.66645979681496,0.9277507066726685,,-0.0,1.9340958029247448,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,4,global,0,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","Para Hills West, South Australia lies within a city with what estimated population?",1.0,"Para Hills West, South Australia is within the **City of Salisbury**, which has an estimated population of **about 150,000 people**.","Para Hills West, South Australia is within the **City of Salisbury**, which has an estimated population of **about 150,000 people**.

If you want, I can also give the latest estimate or census figure.",66.26540781361749,0.954017698764801,,-0.0,0.7391589823409784,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,5,global,0,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1.0,"The narrator of **_Blackadder's Christmas Carol_** was **born in 1938**.

This refers to **Robbie Coltrane**, who serves as the narrator in the special.","The narrator in **_Blackadder’s Christmas Carol_** is **Hugh Laurie**, who was born in **1959**.",24.087666641877888,0.9233566522598267,,-0.0,-0.7295252907751233,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,6,global,0,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?",1.0,"Thomas Fitch defended John Henry “Doc” Holliday after the **Gunfight at the O.K. Corral**, which took place on **October 26, 1881** in Tombstone, Arizona.

The legal hearing where Holliday and the Earp brothers were defended by Fitch began shortly afterward, in **late October and November 1881**. Fitch represented Holliday during the **preliminary hearing before Justice Wells Spicer**, which ended on **November 30,","Thomas Fitch defended John Henry “Doc” Holliday after the **Gunfight at the O.K. Corral**, which took place on **October 26, 1881** in Tombstone, Arizona.

The legal defense happened in the **preliminary hearing that followed**, mainly in **late October and November 1881**. Judge **Wells Spicer** ruled on **November 30, 1881** that Holliday and the Earp brothers should not stand trial",69.24551426723374,0.954399049282074,,-0.0,-0.9174685625783248,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,7,global,0,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,1.0000001192092896,"The actor who played **Gutthi** is **Sunil Grover**, and he also starred in the 2016 Punjabi film **_Vaisakhi List_**, directed by **Smeep Kang**.","The actor who played **Gutthi** is **Sunil Grover**, and he also starred in the 2016 Punjabi film **_Vaisakhi List_**, directed by **Smeep Kang**.",100.00000000000004,1.0,,-0.0,0.09224872194137113,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,8,global,0,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",1.0,"Victor Varnado directed *Twisted Fortune*, which starred **Charlie Murphy**, Eddie Murphy’s brother.","Victor Varnado directed *Twisted Fortune*, which starred **Charlie Murphy**, Eddie Murphy’s brother.",100.00000000000004,1.0,,-0.0,0.06194404685749744,0.0,0.0,0.0,0.0,,0.0
gpt-5.4,9,global,0,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",1.0,"The village that is now a suburb of Scunthorpe is **Frodingham**.

After his curacy there, **John Cooper** became **Industrial Chaplain to the Bishop of Lincoln**.","The village that is now a suburb of Scunthorpe is **Frodingham**.

After his curacy there, the person who became **Industrial Chaplain to the Bishop of Lincoln** was **David Sheppard**.",75.28324200777715,0.981153130531311,,-0.0,-0.4674236597020296,0.0,0.0,0.0,0.0,,0.0
