model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity
G-7B,global,0,0.9999999874271452,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844
G-7B,global,1,0.9734191363677382,69.38241741229379,0.9770984500646592,-1.24456787109375,-0.0095672607421875,,0.833709716796875
G-7B,global,3,0.9355831136927009,44.464122625671166,0.9388948082923889,-1.8781585693359375,-0.030015945434570312,,0.7888827323913574
G-7B,global,5,0.9088880959898233,34.34325055541919,0.9101119488477707,-0.698944091796875,-0.07259559631347656,,0.8019351959228516
G-7B,global,10,0.8674678355455399,31.898669472140245,0.8992452621459961,3.0409393310546875,-0.1664714813232422,,0.76043701171875
G-7B,global,20,0.8207479920238256,2.1482722672670542,0.8499465733766556,-0.8195953369140625,-0.22445344924926758,,0.7631654739379883
G-7B,prefix,0,0.9999999874271452,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844
G-7B,prefix,1,0.9799820827320218,62.417481355520266,0.9606598019599915,-0.0114288330078125,-0.040332794189453125,,0.9395217895507812
G-7B,prefix,3,0.9663154571317136,61.07263524323546,0.9571372270584106,0.4158477783203125,-0.07439804077148438,,0.8594779968261719
G-7B,prefix,5,0.9545378289185464,67.5248734149761,0.9459398835897446,0.7045745849609375,-0.09730052947998047,,0.8457388877868652
G-7B,prefix,10,0.9322438207454979,36.0423212859493,0.9105804264545441,1.5061187744140625,-0.1261453628540039,,0.7923212051391602
G-7B,prefix,20,0.8983081942424178,22.28030826206818,0.8969613909721375,2.9497833251953125,-0.1587076187133789,,0.8209095001220703
G-7B,suffix,0,0.9999999874271452,100.00000000000004,0.9999999403953552,0.0,0.0,,0.9999351501464844
G-7B,suffix,1,0.9828943349421024,61.55502030072165,0.9564165771007538,-1.652191162109375,0.013589859008789062,,0.9508438110351562
G-7B,suffix,3,0.9681512569077313,65.14526938438964,0.9677693396806717,-1.5048065185546875,-0.012830734252929688,,0.8186211585998535
G-7B,suffix,5,0.9563060691580176,52.63480905693635,0.9405641406774521,-0.7603759765625,-0.03893470764160156,,0.7684164047241211
G-7B,suffix,10,0.9346201391890645,50.25055466501528,0.939683347940445,0.5042877197265625,-0.07190322875976562,,0.6834681034088135
G-7B,suffix,20,0.8997226976789534,42.28001925394579,0.9267574846744537,2.3018035888671875,-0.10702037811279297,,0.7541322708129883
